message_id,logid,symbol,meaning,type,category,severity,wazuh_rule_id,source_url
32222,0100032222,LOG_ID_GLB_SETTING_CHG,Global setting changed,Event,system,Notice,118819,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32222/32222-log-id-glb-setting-chg
32223,0100032223,LOG_ID_BACKUP_USER_DEF_IPS,IPS custom signatures backup success,Event,system,Notice,118820,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32223/32223-log-id-backup-user-def-ips
32224,0100032224,LOG_ID_BACKUP_DISK_LOG,Disk logs backed up,Event,system,Notice,118821,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32224/32224-log-id-backup-disk-log
32225,0100032225,LOG_ID_DEL_ALL_REVISION,Revision database reset due to data corruption,Event,system,Notice,118822,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32225/32225-log-id-del-all-revision
32226,0100032226,LOG_ID_LOAD_IMG_FAIL,Image failed to load,Event,system,Critical,118823,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32226/32226-log-id-load-img-fail
32227,0100032227,LOG_ID_UPD_DLP_FAIL,DLP fingerprint database failed to update by SCP,Event,system,Warning,118824,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32227/32227-log-id-upd-dlp-fail
32228,0100032228,LOG_ID_LOAD_IMG_FAIL_WRONG_IMG,Firmware image loaded incorrect,Event,system,Critical,118825,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32228/32228-log-id-load-img-fail-wrong-img
32229,0100032229,LOG_ID_LOAD_IMG_FAIL_NO_RSA,Firmware image without valid RSA signature loaded,Event,system,Critical,118826,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32229/32229-log-id-load-img-fail-no-rsa
32230,0100032230,LOG_ID_LOAD_IMG_FAIL_INVALID_RSA,Firmware image with invalid RSA signature loaded,Event,system,Critical,118827,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32230/32230-log-id-load-img-fail-invalid-rsa
32231,0100032231,LOG_ID_RESTORE_FGD_SVR_FAIL,FortiGuard service failed to restore,Event,system,Notice,118828,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32231/32231-log-id-restore-fgd-svr-fail
32232,0100032232,LOG_ID_RESTORE_VDOM_LIC_FAIL,VM license failed to restore,Event,system,Notice,118829,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32232/32232-log-id-restore-vdom-lic-fail
32233,0100032233,LOG_ID_BACKUP_IMG_FAIL,Firmware image backup failed,Event,system,Notice,118830,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32233/32233-log-id-backup-img-fail
32234,0100032234,LOG_ID_RESTORE_IMG_INVALID_CC,Image with invalid CC signature restored,Event,system,Critical,118831,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32234/32234-log-id-restore-img-invalid-cc
32235,0100032235,LOG_ID_RESTORE_IMG_FORTIGUARD,Image restored from FortiGuard Management,Event,system,Critical,118832,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32235/32235-log-id-restore-img-fortiguard
32236,0100032236,LOG_ID_BACKUP_MEM_LOG,Memory logs backed up,Event,system,Notice,118833,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32236/32236-log-id-backup-mem-log
32237,0100032237,LOG_ID_BACKUP_MEM_LOG_FAIL,Memory logs failed to back up,Event,system,Notice,118834,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32237/32237-log-id-backup-mem-log-fail
32238,0100032238,LOG_ID_BACKUP_DISK_LOG_FAIL,Disk logs failed to back up,Event,system,Notice,118835,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32238/32238-log-id-backup-disk-log-fail
32239,0100032239,LOG_ID_BACKUP_DISK_LOG_USB,Disk logs backed up to USB,Event,system,Notice,118836,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32239/32239-log-id-backup-disk-log-usb
32240,0100032240,LOG_ID_SYS_USB_MODE,System operating in USB mode,Event,system,Critical,118837,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32240/32240-log-id-sys-usb-mode
32241,0100032241,LOG_ID_BACKUP_DISK_LOG_USB_FAIL,Disk logs failed to back up to USB,Event,system,Notice,118838,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32241/32241-log-id-backup-disk-log-usb-fail
32242,0100032242,LOG_ID_UPD_VDOM_LIC_FAIL,VM license failed to install via SCP,Event,system,Warning,118839,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32242/32242-log-id-upd-vdom-lic-fail
32243,0100032243,LOG_ID_UPD_IPS_SCP,IPS package updated via SCP,Event,system,Warning,118840,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32243/32243-log-id-upd-ips-scp
32244,0100032244,LOG_ID_UPD_IPS_SCP_FAIL,IPS package failed to update via SCP,Event,system,Warning,118841,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32244/32244-log-id-upd-ips-scp-fail
32245,0100032245,LOG_ID_BACKUP_USER_DEF_IPS_FAIL,IPS custom signatures backup failed,Event,system,Error,118842,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32245/32245-log-id-backup-user-def-ips-fail
32246,0100032246,LOG_ID_RESTORE_USR_DEF_IPS_CRITICAL,IPS custom signatures restored critical,Event,system,Critical,118843,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32246/32246-log-id-restore-usr-def-ips-critical
32252,0100032252,LOG_ID_FACTORY_RESET,Factory settings reset,Event,system,Critical,118844,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32252/32252-log-id-factory-reset
32253,0100032253,LOG_ID_FORMAT_RAID,RAID disk formatted,Event,system,Critical,118845,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32253/32253-log-id-format-raid
32254,0100032254,LOG_ID_ENABLE_RAID,RAID enabled,Event,system,Critical,118846,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32254/32254-log-id-enable-raid
32255,0100032255,LOG_ID_DISABLE_RAID,RAID disabled,Event,system,Critical,118847,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32255/32255-log-id-disable-raid
32260,0100032260,LOG_ID_RESTORE_IMG_FORTIGUARD_NOTIF,Image restored from FortiGuard Management notification,Event,system,Notice,118848,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32260/32260-log-id-restore-img-fortiguard-notif
32261,0100032261,LOG_ID_RESTORE_SCRIPT_NOTIF,Script restored by user,Event,system,Notice,118849,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32261/32261-log-id-restore-script-notif
32262,0100032262,LOG_ID_RESTORE_IMG_CONFIRM,Image restore confirmed by user,Event,system,Notice,118850,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32262/32262-log-id-restore-img-confirm
32263,0100032263,LOG_ID_AUTO_UPG_INSTALLATION_SCHEDULED,Automatic firmware image installation is (re)scheduled,Event,system,Notice,118851,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32263/32263-log-id-auto-upg-installation-scheduled
32264,0100032264,LOG_ID_BLE_FIRMWARE_CHECK,Bluetooth firmware check,Event,system,Notice,118852,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32264/32264-log-id-ble-firmware-check
32265,0100032265,LOG_ID_BLE_FIRMWARE_UPDATE,Bluetooth firmware update,Event,system,Notice,118853,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32265/32265-log-id-ble-firmware-update
32270,0100032270,LOG_ID_SSH_HOST_KEY_REGEN,SSH host keys regenerated.,Event,system,Information,118854,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32270/32270-log-id-ssh-host-key-regen
32300,0100032300,LOG_ID_UPLOAD_RPT_IMG,Report image file uploaded,Event,system,Notice,118855,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32300/32300-log-id-upload-rpt-img
32301,0100032301,LOG_ID_ADD_VDOM,VDOM added,Event,system,Notice,118856,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32301/32301-log-id-add-vdom
32302,0100032302,LOG_ID_DEL_VDOM,VDOM deleted,Event,system,Notice,118857,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32302/32302-log-id-del-vdom
32310,0100032310,LOG_ID_USB_DEVICE_DETECTED,USB device detected,Event,system,Notice,118858,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32310/32310-log-id-usb-device-detected
32311,0100032311,LOG_ID_USB_DEVICE_MOUNTED,USB device mounted,Event,system,Notice,118859,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32311/32311-log-id-usb-device-mounted
32312,0100032312,LOG_ID_USB_DEVICE_EJECTED,USB device ejected,Event,system,Notice,118860,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32312/32312-log-id-usb-device-ejected
32320,0100032320,LOG_ID_AUTO_UPG_ON_OFF,Status of automatic firmware upgrade has changed,Event,system,Notice,118861,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32320/32320-log-id-auto-upg-on-off
32321,0100032321,LOG_ID_AUTO_UPG_CHECKING_IMG,Automatic firmware upgrade was checking new images,Event,system,Notice,118862,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32321/32321-log-id-auto-upg-checking-img
32325,0100032325,LOG_ID_AUTO_UPG_INSTALLATION_CANCELLED,Automatic firmware upgrade image installation was cancelled,Event,system,Notice,118863,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32325/32325-log-id-auto-upg-installation-cancelled
32326,0100032326,LOG_ID_AUTO_UPG_INSTALLATION_SCHEDULE_FAILURE,Automatic firmware upgrade failed to schedule image installation,Event,system,Notice,118864,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32326/32326-log-id-auto-upg-installation-schedule-failure
32545,0100032545,LOG_ID_SYS_RESTART,Scheduled daily reboot started,Event,system,Critical,118865,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32545/32545-log-id-sys-restart
32546,0100032546,LOG_ID_APPLICATION_CRASH,Application crashed,Event,system,Warning,118866,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32546/32546-log-id-application-crash
32547,0100032547,LOG_ID_AUTOSCRIPT_START,Autoscript start,Event,system,Information,118867,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32547/32547-log-id-autoscript-start
32548,0100032548,LOG_ID_AUTOSCRIPT_STOP,Autoscript stop,Event,system,Information,118868,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32548/32548-log-id-autoscript-stop
32549,0100032549,LOG_ID_AUTOSCRIPT_STOP_AUTO,Autoscript stop automatically,Event,system,Information,118869,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32549/32549-log-id-autoscript-stop-auto
32550,0100032550,LOG_ID_AUTOSCRIPT_DELETE_RSLT,Autoscript delete result,Event,system,Information,118870,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32550/32550-log-id-autoscript-delete-rslt
32551,0100032551,LOG_ID_AUTOSCRIPT_BACKUP_RSLT,Autoscript backup result,Event,system,Information,118871,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32551/32551-log-id-autoscript-backup-rslt
32552,0100032552,LOG_ID_AUTOSCRIPT_CHECK_STATUS,Autoscript check status,Event,system,Information,118872,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32552/32552-log-id-autoscript-check-status
32553,0100032553,LOG_ID_AUTOSCRIPT_STOP_REACH_LIMIT,Autoscript stop due to limit reached,Event,system,Information,118873,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32553/32553-log-id-autoscript-stop-reach-limit
32554,0100032554,LOG_ID_UPD_ADMIN_DB,Database updated by admin,Event,system,Notice,118874,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32554/32554-log-id-upd-admin-db
32561,0100032561,LOG_ID_ADMIN_LOGOUT_DISCONNECT,Admin disconnected,Event,system,Information,118875,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32561/32561-log-id-admin-logout-disconnect
32562,0100032562,LOG_ID_STORE_CONF_FAIL_SPACE,Store config failed - not enough flash space,Event,system,Critical,118876,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32562/32562-log-id-store-conf-fail-space
32564,0100032564,LOG_ID_RESTORE_CONF_FAIL,Configuration failed to restore,Event,system,Notice,118877,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32564/32564-log-id-restore-conf-fail
32565,0100032565,LOG_ID_RESTORE_CONF_BY_MGMT,Configuration restored from management station,Event,system,Warning,118878,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32565/32565-log-id-restore-conf-by-mgmt
32566,0100032566,LOG_ID_RESTORE_CONF_BY_SCP,Configuration restored by SCP,Event,system,Critical,118879,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32566/32566-log-id-restore-conf-by-scp
32568,0100032568,LOG_ID_DEL_REVISION_DB,Revision Database deletion,Event,system,Notice,118880,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32568/32568-log-id-del-revision-db
32569,0115032569,LOG_ID_FSW_SWITCH_LOG_EVENT,Switch-Controller,Event,switch-controller,Critical,118881,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32569/32569-log-id-fsw-switch-log-event
32571,0100032571,LOG_ID_RESTORE_CONF_FAIL_WARNING,Configuration failed to restore warning,Event,system,Warning,118882,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32571/32571-log-id-restore-conf-fail-warning
32601,0115032601,LOG_ID_FGT_SWITCH_LOG_DISCOVER,Switch-Controller discovered,Event,switch-controller,Information,118883,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32601/32601-log-id-fgt-switch-log-discover
32602,0115032602,LOG_ID_FGT_SWITCH_LOG_AUTH,Switch-Controller authorized,Event,switch-controller,Information,118884,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32602/32602-log-id-fgt-switch-log-auth
32603,0115032603,LOG_ID_FGT_SWITCH_LOG_DEAUTH,Switch-Controller deauthorized,Event,switch-controller,Information,118885,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32603/32603-log-id-fgt-switch-log-deauth
32604,0115032604,LOG_ID_FGT_SWITCH_LOG_DELETE,Switch-Controller deleted,Event,switch-controller,Information,118886,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32604/32604-log-id-fgt-switch-log-delete
32605,0115032605,LOG_ID_FGT_SWITCH_LOG_TUNNEL_UP,Switch-Controller Tunnel Up,Event,switch-controller,Information,118887,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32605/32605-log-id-fgt-switch-log-tunnel-up
32606,0115032606,LOG_ID_FGT_SWITCH_LOG_TUNNEL_DOWN,Switch-Controller Tunnel Down,Event,switch-controller,Warning,118888,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32606/32606-log-id-fgt-switch-log-tunnel-down
32607,0115032607,LOG_ID_FGT_SWITCH_PUSH_IMAGE,Image push to FortiSwitch,Event,switch-controller,Information,118889,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32607/32607-log-id-fgt-switch-push-image
32608,0115032608,LOG_ID_FGT_SWITCH_STAGE_IMAGE,Image stage to FortiSwitch,Event,switch-controller,Information,118890,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32608/32608-log-id-fgt-switch-stage-image
32609,0115032609,LOG_ID_FGT_SWITCH_DISABLE_DISCOVERY,Disable FortiSwitch Discovery,Event,switch-controller,Information,118891,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32609/32609-log-id-fgt-switch-disable-discovery
32610,0115032610,LOG_ID_FGT_SWITCH_LOG_WARNING,Switch-Controller warning,Event,switch-controller,Warning,118892,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32610/32610-log-id-fgt-switch-log-warning
32611,0115032611,LOG_ID_FGT_SWITCH_EXPORT_POOL,Export port to pool,Event,switch-controller,Information,118893,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32611/32611-log-id-fgt-switch-export-pool
32612,0115032612,LOG_ID_FGT_SWITCH_EXPORT_VDOM,Export port to vdom,Event,switch-controller,Information,118894,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32612/32612-log-id-fgt-switch-export-vdom
32613,0115032613,LOG_ID_FGT_SWITCH_REQUEST_PORT,Request port from pool,Event,switch-controller,Information,118895,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32613/32613-log-id-fgt-switch-request-port
32614,0115032614,LOG_ID_FGT_SWITCH_RETURN_PORT,Return port to pool,Event,switch-controller,Information,118896,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32614/32614-log-id-fgt-switch-return-port
32615,0115032615,LOG_ID_FGT_SWITCH_MAC_ADD,FortiSwitch MAC add,Event,switch-controller,Information,118897,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32615/32615-log-id-fgt-switch-mac-add
32616,0115032616,LOG_ID_FGT_SWITCH_MAC_DEL,FortiSwitch MAC delete,Event,switch-controller,Information,118898,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32616/32616-log-id-fgt-switch-mac-del
32617,0115032617,LOG_ID_FGT_SWITCH_MAC_MOVE,FortiSwitch MAC move,Event,switch-controller,Information,118899,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32617/32617-log-id-fgt-switch-mac-move
32618,0115032618,LOG_ID_FGT_SWITCH_EXPORT_POOL_UNDO,Revert export port to pool,Event,switch-controller,Information,118900,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32618/32618-log-id-fgt-switch-export-pool-undo
32619,0115032619,LOG_ID_FGT_SWITCH_EXPORT_VDOM_UNDO,Revert export port to vdom,Event,switch-controller,Information,118901,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32619/32619-log-id-fgt-switch-export-vdom-undo
32620,0115032620,LOG_ID_FGT_SWITCH_GROUP_ADD_MEMBER,Add switch as member to switch group,Event,switch-controller,Information,118902,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32620/32620-log-id-fgt-switch-group-add-member
32621,0115032621,LOG_ID_FGT_SWITCH_GROUP_DEL_MEMBER,Delete switch as member from switch group,Event,switch-controller,Information,118903,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32621/32621-log-id-fgt-switch-group-del-member
32622,0115032622,LOG_ID_FGT_SWITCH_FORTILINK_CONNECTED,Switch connected via Fortilink,Event,switch-controller,Information,118904,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32622/32622-log-id-fgt-switch-fortilink-connected
32623,0115032623,LOG_ID_FGT_SWITCH_LOCATION_CHANGE,Fortilink Switch location change,Event,switch-controller,Information,118905,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32623/32623-log-id-fgt-switch-location-change
32624,0115032624,LOG_ID_FGT_SWITCH_NEW_PEER_DETECT,Fortilink Switch new peer detected,Event,switch-controller,Information,118906,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32624/32624-log-id-fgt-switch-new-peer-detect
32625,0115032625,LOG_ID_FGT_SWITCH_IMG_VERIFICATION,Fortilink Switch image verification,Event,switch-controller,Information,118907,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32625/32625-log-id-fgt-switch-img-verification
32626,0115032626,LOG_ID_FGT_SWITCH_LOG_DISABLE,Switch-Controller disabled,Event,switch-controller,Information,118908,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32626/32626-log-id-fgt-switch-log-disable
32693,0115032693,LOG_ID_FGT_SWITCH_GROUP_SWC,FortiSwitch switch controller,Event,switch-controller,Critical,118909,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32693/32693-log-id-fgt-switch-group-swc
32694,0115032694,LOG_ID_FGT_SWITCH_GROUP_POE,FortiSwitch PoE,Event,switch-controller,Critical,118910,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32694/32694-log-id-fgt-switch-group-poe
32695,0115032695,LOG_ID_FGT_SWITCH_GROUP_LINK,FortiSwitch link,Event,switch-controller,Critical,118911,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32695/32695-log-id-fgt-switch-group-link
32696,0115032696,LOG_ID_FGT_SWITCH_GROUP_STP,FortiSwitch spanning Tree,Event,switch-controller,Critical,118912,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32696/32696-log-id-fgt-switch-group-stp
32697,0115032697,LOG_ID_FGT_SWITCH_GROUP_SWITCH,FortiSwitch switch,Event,switch-controller,Critical,118913,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32697/32697-log-id-fgt-switch-group-switch
32698,0115032698,LOG_ID_FGT_SWITCH_GROUP_ROUTER,FortiSwitch router,Event,switch-controller,Critical,118914,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32698/32698-log-id-fgt-switch-group-router
32699,0115032699,LOG_ID_FGT_SWITCH_GROUP_SYSTEM,FortiSwitch system,Event,switch-controller,Critical,118915,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32699/32699-log-id-fgt-switch-group-system
32701,0100032701,LOG_ID_FGT_INTF_IP_CONFLICT,Detected IP conflicts on FGT interfaces.,Event,system,Error,118916,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/32701/32701-log-id-fgt-intf-ip-conflict
34415,0100034415,LOG_ID_NP6_IPSEC_ENGINE_BUSY,NP6 IPsec engine is busy,Event,system,Information,118917,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/34415/34415-log-id-np6-ipsec-engine-busy
34416,0100034416,LOG_ID_NP6_IPSEC_ENGINE_POSSIBLY_LOCKUP,NP6 IPsec engine is possibly locked up,Event,system,Warning,118918,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/34416/34416-log-id-np6-ipsec-engine-possibly-lockup
34417,0100034417,LOG_ID_NP6_IPSEC_ENGINE_LOCKUP,NP6 IPsec engine is locked up,Event,system,Critical,118919,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/34417/34417-log-id-np6-ipsec-engine-lockup
34418,0100034418,LOG_ID_NP6_HPE_PACKET_DROP,NP6 HPE is dropping packets,Event,system,Warning,118920,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/34418/34418-log-id-np6-hpe-packet-drop
34419,0100034419,LOG_ID_NP6_HPE_PACKET_FLOOD,NP6 HPE under a packets flood,Event,system,Critical,118921,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/34419/34419-log-id-np6-hpe-packet-flood
34420,0100034420,LOG_ID_NP6XLITE_HPE_PACKET_DROP,NP6XLITE HPE is dropping packets,Event,system,Warning,118922,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/34420/34420-log-id-np6xlite-hpe-packet-drop
34421,0100034421,LOG_ID_NP6XLITE_HPE_PACKET_FLOOD,NP6XLITE HPE under a packets flood,Event,system,Critical,118923,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/34421/34421-log-id-np6xlite-hpe-packet-flood
34428,0100034428,LOG_ID_NP7_HPE_PACKET_DROP,NPU HPE is dropping packets,Event,system,Warning,118924,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/34428/34428-log-id-np7-hpe-packet-drop
34430,0100034430,LOG_ID_NP7_HPE_PACKET_FLOOD,NPU HPE under packet flood,Event,system,Critical,118925,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/34430/34430-log-id-np7-hpe-packet-flood
35001,0108035001,LOG_ID_HA_SYNC_VIRDB,HA secondary synchronized Virus database,Event,ha,Notice,118926,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/35001/35001-log-id-ha-sync-virdb
35002,0108035002,LOG_ID_HA_SYNC_ETDB,HA secondary synchronized Extended database,Event,ha,Notice,118927,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/35002/35002-log-id-ha-sync-etdb
35003,0108035003,LOG_ID_HA_SYNC_EXDB,HA secondary synchronized Extreme database,Event,ha,Notice,118928,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/35003/35003-log-id-ha-sync-exdb
35004,0108035004,LOG_ID_HA_SYNC_FLDB,HA secondary synchronized FLDB,Event,ha,Notice,118929,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/35004/35004-log-id-ha-sync-fldb
35005,0108035005,LOG_ID_HA_SYNC_IPS,HA secondary synchronized IDS package,Event,ha,Notice,118930,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/35005/35005-log-id-ha-sync-ips
35007,0108035007,LOG_ID_HA_SYNC_AV,HA secondary synchronized AntiVirus package,Event,ha,Notice,118931,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/35007/35007-log-id-ha-sync-av
35009,0108035009,LOG_ID_HA_SYNC_CID,HA secondary synchronized CID package,Event,ha,Notice,118932,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/35009/35009-log-id-ha-sync-cid
35011,0108035011,LOG_ID_HA_SYNC_FAIL,HA secondary synchronization failed,Event,ha,Error,118933,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/35011/35011-log-id-ha-sync-fail
35012,0108035012,LOG_ID_CONF_SYNC_FAIL,Secondary sync failed,Event,ha,Error,118934,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/35012/35012-log-id-conf-sync-fail
35013,0108035013,LOG_ID_HA_FAILOVER_FAIL,HA failover failed,Event,ha,Error,118935,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/35013/35013-log-id-ha-failover-fail
35014,0108035014,LOG_ID_HA_RESET_UPTIME,HA reset uptime,Event,ha,Information,118936,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/35014/35014-log-id-ha-reset-uptime
35015,0108035015,LOG_ID_HA_CLEAR_HISTORY,HA clear history,Event,ha,Information,118937,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/35015/35015-log-id-ha-clear-history
35016,0108035016,LOG_ID_HA_FAILOVER_SUCCESS,HA failover success,Event,ha,Notice,118938,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/35016/35016-log-id-ha-failover-success
35017,0108035017,LOG_ID_HA_SYNC_OCRDB,HA secondary synchronized OCR database,Event,ha,Notice,118939,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/35017/35017-log-id-ha-sync-ocrdb
